sentence_id	n	v	n_first_index	n_last_index	v_first_index	v_last_index	sentence_text
11654857	decision	regretted	7	7	5	5	Although the Air Force later regretted the decision to build at Atlanta due to the large amount of airline traffic , construction nevertheless began in late 1940 .
11668389	decision	regret	10	10	8	8	Although the divorce was amicable , Freda would regret her decision .
11689243	decision	regretting	14	14	12	12	Although the Runaways do not know , Lillie is still alive , regretting her decision .
11706654	nothing	regrets	3	3	2	2	Although she regrets nothing , she wonders what would become of all the people she once knew on earth .
11706656	incident	regretted	4	4	2	2	Although she regretted the incident almost immediately , it was too late ; a corpse resembling Kasimin was found floating in a river , and in her hurry to see the body Hadidjah was struck by a car , blinding her .
11724357	situation	regret	15	15	12	12	But I gave him a hard time about it and I really regret the whole situation .
11748785	wife	regretted	7	7	5	5	But as it was he regretted his wife , yet did not touch another woman , either before or after her ; being by his constitution enabled to be continent , and his constant occupation in the art of soothsaying concurring to require this restraint .
11750409	decision	regrets	14	14	12	12	But as soon as she decides to close the blog , she regrets her decision and wants to go on with it - to the displeasure of Jens .
11751956	decision	regretted	10	10	8	8	But as time passed , she said she regretted her decision and should ' ve worked harder instead to overcome her career slump .
11754392	action	regretting	19	19	17	17	But at the last moment , as a consequence of S evki Bey ' s treachery by regretting this action -LRB- assassination -RRB- , Ziya Hur s it and his friends were captured .
11754405	action	regretted	22	22	20	20	But at the last moment , when people already skirted the Arroyo Namuncur a Napost a , Su a rez regretted his action and warned of the impending invasion Ancalao Francisco , who quickly informed of the danger to the Commander Jose Llano .
11773383	anything	regrets	8	8	7	7	But he refuses to acknowledge that he regrets anything .
11773415	action	regretted	4	4	2	2	But he regretted his action and blamed his mother for Changshi ' s death .
11793265	decision	regretting	5	5	3	3	But , apparently regretting his decision , the count delivered himself to the guerrilleros April 5 and was conducted to C a diz to be tried for treason .
11824131	way	regret	7	7	5	5	But either way , I regret the way I vented at people .
11827748	decision	regret	7	7	5	5	But eventually she comes to regret that decision and pursues the foster parents who adopted her child .
11831886	behaviour	regretted	9	9	6	6	But B e lch u soon regretted his honourable behaviour and asked his three sons to kill Conall as he lay in his sickbed .
11841772	defense	regretted	13	13	11	11	But Dees said he later experienced an `` epiphany '' and regretted his defense of Henley .
11874088	negligence	regretted	17	17	15	15	But when his first wife Pramodini gave birth to a still born daughter , Girish regretted his negligence of his wife and engaged best doctors for her .
11893183	decision	regret	12	12	10	10	But though Doo-hyun asked for it , he grows to regret his decision and decides to spy on his wife and her lover .
11901817	lack	regretted	7	7	5	5	But there also are somewhat regretted the lack of diversity in the music '' .
11904099	decision	regret	30	30	28	28	But there could be situations where five such editors have a very compelling case , or where a temporary content dispute inspires 20 such editors -LRB- who later regret their decision -RRB- to temporarily vote for recall .
11913088	championship	regrets	8	8	4	4	But unless the ACO regrets and cancells the championship , I believe that we have enough facts now to keep the article .
11917015	anything	regret	11	11	10	10	But we did not and I do not think we regret anything .
11918784	something	regret	27	27	31	31	But we ' re facing a national situation which calls for the best which all of us can produce , because we know the results will be something which we will regret .
11919485	act	regretted	22	22	26	26	But while it features a conventionally sweet and gentle heroine , a secondary character makes a poor marriage of convenience , an act which Fern had regretted in her own life .
11927029	accident	regret	17	17	15	15	But you can tell him , and all others concerned , that , though I regret the accident of Lord Frederick Cavendish ' s death , I can not refuse to admit that Burke got no more than his deserts .
11938180	decision	regret	13	13	11	11	But the speed and quality of the 20 postings made Ledios regret his decision and he never wrote the review .
12029345	pressure	regretting	11	11	7	7	By 1985 , however , he was regretting and feeling the pressure of his claims , and started dropping not-so-subtle hints that he had never served in the military .
12031110	involvement	regret	8	8	6	6	By 1989 Gadling will come to regret his involvement in the Atlantic slave trade , an occupation Morpheus advised him to forgo centuries before ; having apologized repeatedly to his 20th century girlfriend in `` Sunday Mourning '' , he is told by Gwen to drop the subject .
12042675	place	regret	13	13	18	18	By all means let him get rid of this idea of a safe place , which he will regret after time .
12062398	decision	regret	10	10	8	8	By early 1941 , Rooney was beginning to regret his decision to sell the Pittsburgh team .
12148766	decision	regrets	12	12	10	10	Because of this he quits his job , but immediately regrets the decision .
12149126	impulsiveness	regret	19	19	17	17	Because of this , Hound was blown off the road by Laserbeak - something that made Cliffjumper regret his impulsiveness .
12157122	break	regrets	26	26	19	19	Beckert delivers an impassioned monologue , saying that his urges compel him to commit the crimes which he later regrets , while the other criminals present break the law by choice .
12159564	decision	regretted	16	16	14	14	Beckman refused , believing that Shockley could still improve the situation , but later regretted this decision .
12183162	chief	regretted	32	32	5	5	But it is to be regretted , that no better example is set , and , in general , no more countenance given to religious things , by Koahou , the principal chief at this place .
12195782	choice	regret	9	9	7	7	But now Boles l aw began to regret his choice and tried to recover Wroc l aw .
12196335	decision	regret	5	5	3	3	But now I regret that decision .
12206709	incident	regret	10	10	8	8	But I want to say that I greatly regret the incident that was made known this weekend .
12213703	inconsistency	regretting	3	3	1	1	But regretting his inconsistency he returned to his quiet preaching in Newbury until the indulgence of March 1675 enabled him to act with fuller publicity .
12217648	decision	regretted	5	5	3	3	But Shankly soon regretted his decision and tried to continue his involvement with the club , mainly by turning up for team training at Melwood .
12245441	way	regret	5	5	3	3	But I only regret the way I was treated after hosting one of the most popular programmes of Sirasa for ten years .
12248280	misbehavior	regret	12	12	10	10	But once the initial blackmailing passes , Akito comes to regret his misbehavior , and his friendship with Sana continues to open his heart .
12263786	trip	regretted	9	9	7	7	Butler University , the fan organization never regretted their trip .
12272984	chance	regret	22	22	20	20	But soon the Chipmunks feel they are not qualified to raise her and they give her away , only to regret their chance when Dave tells them of times he had to learn patience with their antics during their younger years .
12282479	involvement	regrets	29	29	27	27	But that is different to right-to-vanish -LRB- which is a permanent voluntary departure , usually when someone no longer wants to be involved with the project and regrets their involvement -RRB- .
12344289	poem	regret	7	7	5	5	Browning later came to slightly regret the poem , and possibly even to see Wordsworth in a positive light again , as he made a few minor revisions , moderating the poem ' s attack .
12387344	shooting	regretted	8	8	6	6	Brocius was said to have terribly regretted the shooting of White , whom Brocius apparently liked , and maintained that it was an accident .
12388276	book	regretted	4	4	2	2	Brock later regretted the book and apologized in Blinded by the Right .
12397559	use	regretted	3	3	1	1	Brooks regretted the use of the ASBs as a supernatural agency , preferring to restrict them to rhetoric .
12496906	violence	regretted	4	4	2	2	Buchanan afterwards regretted the violence of his attack , and the old enemy to whom God and the Man is dedicated was Rossetti .
12510866	power	regretted	21	21	18	18	Buddhism available to illiterate commoners , and conservatives , the nobility and some members of the priesthood who regretted the declining power of the court .
12531411	opposition	regretted	18	18	16	16	Boulton writes in his memoirs that , as the date of his execution approached , Riel regretted his opposition to the defence of insanity and vainly attempted to provide evidence that he was not sane .
12552808	time	regret	23	23	21	21	If you have any interest in computing either as a user or from working in the field , you will not regret any time you spend learning how Wikipedia does support .
12573833	loss	regret	15	15	13	13	If you decide not to contribute further to Taiwanese aborigines , I will regret the loss of your input , but I will repsect your decision .
12597572	username	regretted	19	19	15	15	I know post-close comments are now out of fashion , but as someone who has regretted their rather boring username from the start , some of those sock names are just boss .
12602969	reaction	regret	24	24	22	22	I know that there is a line between being forthright and being uncivil , and occasionally I cross it ; I genuinely regret my reaction in the Melsaran case .
12606047	passing	regret	10	10	8	8	I know there are some people who will regret the passing of the UK Theme , but I believe the bulk of the audience will be better served by a pacy news briefing , read by one of Radio 4 ' s team of news readers .
12612965	support	regret	10	10	8	8	I hope that I do not have to regret my support .
12661337	block	regret	5	5	2	2	I fully regret the edit block I was given at the start of my WP `` career '' but I can assure you that I have changed since then and become less naive and a bit more mature .
12679508	choice	regret	12	12	10	10	I hold all parliamentarians in high esteem , and I regret my choice of words , as I can understand the offence they have caused .
12682247	grief	regret	28	28	26	26	I hope everyone else who was active last night understands that I really thought it was clear that my actions were well intended and I deeply regret the grief I caused so many people .
12743232	purchase	regret	14	14	12	12	If you like these kinds of games , you definitely wo not regret your purchase .
12780920	use	regret	20	20	18	18	If you will cast your eyes a little higher up , I have already said that although I regret my use of intemperate language I will not apologise , because I meant what I said .
12816995	language	regret	9	9	6	6	I have already said that I regret the intemperate language that I used once , to one editor .
12882721	feeling	regret	23	23	22	22	I have really been very unhappy about it and feel I have no right to thwart you , much as I should regret feeling that you were undergoing those terrible hardships .
12885012	block	regretted	4	4	2	2	I have regretted my block of ZenCopain ever since I made it .
12907385	statement	regret	4	4	8	8	I have made one statement which I sorely regret , which the user misinterpreted as my calling him names .
12911194	failure	regretted	5	5	3	3	I have much regretted the failure of the attempt to save the life of so esteemed and respected a lady .
12931809	support	regret	6	6	4	4	I have come to regret my support of Deeceevoice .
12939650	hurt	regret	16	16	14	14	I have done my wife and family a great wrong , and I profoundly regret the hurt I have inflicted on them and others affected by my conduct .
12939651	hurt	regret	16	16	14	14	I have done my wife and family a great wrong , and I profoundly regret the hurt I have inflicted on them and others affected by my conduct -LSB- .
12946168	role	regret	8	8	6	6	I have since come to deeply regret my role in aiding WIKI to become a more respected and expected result for Google queries .
12964169	absence	regret	5	5	3	3	I had to regret the absence of the gallant Brigadier-General Hoke , who was severely wounded in the action of May 4 , at Fredericksburg , and had not recovered , but his place was worthily filled by Colonel Avery , of the Sixth North Carolina Regiment , who fell , mortally wounded , while gallantly leading his brigade in the charge on Cemetery Hill , at Gettysburg , on the afternoon of July 2 .
13049601	vandilism	regret	10	10	15	15	I myself have been involved in my own form of vandilism , which I deeply regret .
13104605	Gang	regret	16	16	13	13	I ' m already in Colorado and it ' s too late to regret the James Gang .
13116237	nothing	regret	16	16	15	15	I mean no disrespect to anyone I have worked with in the past because I regret nothing !
13136078	way	regret	11	11	9	9	I made some mistakes in the past and I regret the way I handled some of those conflicts .
13137016	decision	regret	21	21	19	19	I made the mistake of unblocking a persistent copyright violator upon request that they would be mentored and still regret that decision .
13158814	absence	regret	4	4	2	2	I greatly regret his absence ; for to tell you the truth , I am never in his company without being attacked with a sort of paroxysm of mental cramp !
13158815	demise	regret	4	4	2	2	I greatly regret the demise , for example , of the former List of flags by design , which I found extremely useful for identifying a flag I had spotted and did not recognize .
13160071	involvement	regret	6	6	4	4	I guarantee someone will regret my involvement , at some point .
13160224	time	regret	7	7	5	5	I guarantee you will not regret any time you invest in learning how this minor miracle occurs .
13192543	suggestion	regretting	7	7	5	5	I ' m kind of regretting my suggestion at deletion review to relist this , as it seems that another AFD is not really necessary -LRB- but I definitely do still think the previous AFDs should have been allowed to run , and that the rational for closing them was incorrect -RRB- .
13199040	separation	regret	19	19	17	17	Immediately after Martin and Sonia ' s divorce is finalised in October 2006 , they begin to regret their separation .
13200920	release	regretted	18	18	13	13	Immediately after the release of the album , vocalist and songwriter Yojiro Noda regretted the album ' s release , and wanted to make a new record as quickly as possible afterwards .
13204116	marriage	regretted	5	5	3	3	Immediately , he regretted this marriage , and five days after the marriage , he left his ancestral home and returned to Chengdu , leaving his wife behind .
13205076	comment	regretting	3	3	1	1	Immediately regretting her comment , Lynette backs away as Carolyn brings her gun to shoot Lynette .
13216180	Swan	regret	9	9	13	13	I lashed out at you in particular , Geo Swan , which I regret and acknowledge was wrong .
13218565	participation	regretted	11	11	9	9	I learned a lot from those incidents and instantly regretted my participation in them .
13326019	psycho-thriller	regret	37	37	22	22	Impressive acting and stealthy plotting '' - The Independent '' Gets good enough playing from Howarth and the kids to make us regret the bloody denoument '' - Derek Malcolm , The Evening Standard '' A smart psycho-thriller '' - Jon Fortang , Channel Four Films .
13365433	action	regretted	19	19	26	26	In 1849 , he signed the Montreal Annexation Manifesto calling for Canada to join the United States , an action which later in life , he regretted as a youthful error .
13369734	decision	regretted	17	17	15	15	In 1871 , Hamilton endorsed William Pinkney Whyte during the Maryland governor campaign , but regretted the decision thereafter following Whyte ' s actions as governor .
13430861	decision	regret	14	14	19	19	In 1877 , he moved from an amateur to a professional rower , a decision that Courtney would later regret .
13475683	teaching	regretting	38	38	8	8	I lived in London during that period , regretting the Beats , buying clothes , going to movies , dropping out , reading , taking drugs , spending time in mental hospitals , demonstrating , having sex , teaching '' - perhaps almost a normative Sixties life-style .
13543492	loss	regretted	6	6	4	4	Ignatius , but soon regretted his loss of freedom and entered the world of letters .
13615345	use	regretted	10	10	8	8	In November 2008 , Bush indicated that he regretted the use of the banner , stating in a CNN interview , `` To some , it said , well , ' Bush thinks the war in Iraq is over , ' when I did not think that .
13642471	bed	regrets	28	28	31	31	In one , Jane Dollcook has broken the soup tureen and both her legs ; in another , Tom Thumb writes Lucinda asking her to spare a feather bed which she regrets she can not send because the one he stole was never replaced .
13736871	union	regret	19	19	17	17	In that episode , he falls in love with and marries Toot , though he grows to regret the union once he realizes that she only wants him for his money .
13816994	struggle	regret	20	20	17	17	In regards to the Hague compliance report specifically , Lampson declared to Secretary Albright `` I sincerely regret the two-year struggle with the State Department over this reporting requirement .
13835400	decline	regretted	17	17	15	15	In recent works , like The Way We Live Now -LRB- 1995 -RRB- , he regretted the decline in moral authority that he holds religion once provided and attacked contemporary education for its emphasis on the ' vocational ' and ' cultural relativism ' for its tendency to concentrate on the popular and meretricious .
13851950	impression	regretted	22	22	20	20	In response , Balchder Cymru chair Adam ' Balchder ' Phillips distanced his group from association with Plaid Cymru and regretted the impression given to Western Mail readers that they were somehow closely allied .
13860968	decision	regrets	7	7	5	5	In private , Greg often regrets his decision to leave wrestling .
13873274	lack	regretted	30	30	28	28	In retrospective reviews , Allgame , GameSpot and IGN regarded MoO as the standard by which turn based strategy games set in space are judged , although Allgame regretted the lack of a multiplayer option .
13873671	role	regretted	19	19	4	4	In retrospect , Witzenmann regretted not having met Hitler because of the latter ' s later most destructive historical role .
13908325	decision	regretted	19	19	17	17	In the end , despite the Bucs ' brief success in the early 1980s , McKay forever regretted his decision to leave the Trojans .
13911273	participation	regretted	8	8	6	6	In the end , I quite regretted my participation , with the disregard of protests by an established editor of that article .
13945481	decision	regretting	18	18	16	16	In the days before the wedding he spends most of his time wandering around Winterfell , regretting his decision to betray Robb and hoping for a quick death .
14106409	vanquishing	regret	18	18	16	16	In sharp contrast to all other Inukami , she initially appears to be pacifistic and to regret the vanquishing of spirits and monsters .
14165186	decision	regret	13	13	11	11	In season 10 , however , he has now come to regret his decision in allowing Alan and Jake to live with him as he grown tired of Alan taking advantage of his generosity and always dreams about the Harpers not living with him anymore .
14253384	oversight	regret	11	11	8	8	Interactive apologized and stated that they `` deeply regret the unfortunate oversight '' for the depiction of the word in the game .
14262304	choice	regret	30	30	28	28	In `` Steel Beach '' she is also mentioned as one of the `` Gigastars '' enshrined by the Flacks - a bizarre celebrity cult - who later regret this choice , when feelies go out of fashion .
14343948	destruction	regrets	30	30	28	28	In the Black Forest , Sue is confronted by the Surfer , during which he reveals he is merely a servant to the destroyer of worlds , and regrets the destruction he causes .
14373198	act	regrets	14	14	12	12	In the adjacent alley Julian , recognizable by the red robe , regrets the act with his wife , covering his face in despair , a gesture reminiscent of Adam in Expulsion from Paradise -LRB- see below , fig .
14459030	decision	regretted	18	18	16	16	In `` Oh , Mo '' , Tee decided to look after Mo , but soon regretted her decision when Mo started clamouring for her company and saying they were best friends .
14463938	death	regretted	22	22	18	18	In New York City , mayor John Lindsay traveled directly into Harlem , telling black residents that he regretted King ' s death and was working against poverty .
14479020	fact	regrets	6	6	4	4	In particular Captain Woolcot regrets the fact that he never really understood Judy and tries to treasure his remaining children a little more .
14527252	rhetoric	regrets	5	5	1	1	Ingraham regrets the `` callous rhetoric '' of her youth , and now supports some legal protections for homosexuals .
14546106	rdoba	regret	15	15	31	31	In early 1983 Alsogaray visited a dying Arturo Illia in a hospital in C o rdoba to apologize for the coup d ' e tat , which he had grown to regret throughout the years .
14560733	violence	regrets	3	3	1	1	Indonesia regrets 1999 violence in Timor Firdia Lisnawati , Associated Press .
14585303	decision	regretting	18	18	16	16	I supported his first RfA in the strongest possible terms , and have never found myself regretting that decision .
14642865	life	regrets	22	22	20	20	It appears in the Buddhist scriptures as the Munika-Jataka and is accompanied by a frame story in which a monk regrets the life of ease he has left and is tempted back .
14645518	loss	regretted	32	32	30	30	It appears that Henry VIII no longer considered Thomas Cromwell to have been guilty of the charges against him , that he had been misled by his councillors and now regretted the loss of an able minister .
14665316	refusal	regretted	4	4	2	2	It also regretted the refusal of the Polisario Front to participate in this process .
14738641	alliance	regret	13	13	11	11	I suspect that Datak will win the election and come to regret the alliance himself .
14738792	sight	regret	7	7	5	5	I suspect that GoodDay will regret loosing sight of it , but he can comment if he wants .
14969802	abuse	regrets	10	10	8	8	In the final three lines , the soldier regrets the abuse he dealt to Din and admits that Din is the better man of the two for sacrificing his own life to save another .
15046187	decision	regret	9	9	7	7	In the long years he grew to regret his decision to make the bomb a dud .
15063034	decision	regrets	38	38	36	36	In the episode `` Judgment Day -LRB- Part 1 -RRB- '' , Franks and Jenny are talking in an abandoned diner in the California desert when she indicates that she is dying and reveals that she regrets her decision to leave Gibbs in Paris and that she is still in love with him .
15143620	departure	regretted	20	20	18	18	In the wake of this important transaction of the first Archaeopteryx body fossil , many German scientists bitterly regretted its departure from its native land to London .
15160060	violence	regretted	41	41	39	39	In the exclusion question he favoured at first a policy of limitations , and on his nephew Halifax , who on his retirement became the leader of the moderate party , he enjoined prudence and patience , and greatly regretted the violence of the opposition which eventually excited a reaction and ruined everything .
15258530	marriage	regretting	22	22	20	20	In this version , Snow White laughs madly during the torturing of her stepmother , so the prince ends up regretting the marriage .
15324025	relationship	regret	12	12	9	9	In time , however , the Church came to regret this close relationship .
15326359	experiment	regretted	35	35	33	33	In this film , incidents were portrayed that never occurred in the followup to the real life experiment , including a subject ' s psychotic episode and the main character saying that he regretted the experiment .
15338318	choice	regret	30	30	28	28	In the video , he tells Sara and Lincoln that he would not have had much time to live because of his tumor and that he does not regret his choice .
15343368	support	regrets	14	14	11	11	In the wake of the public outcry against Hamsterdam , Royce regrets his prior support .
15418224	appointment	regret	15	15	11	11	In the first months of 1981 , President Kekkonen began to regret Koivisto ' s appointment as Prime Minister and to lean towards the side of those who wanted to get rid of him .
15462016	outburst	regretted	30	30	37	37	In the more strictly ecclesiastical sphere he was vociferous for inter-communion between the Church of England and all regular Protestant churches , no doubt partly to make amends for his outburst of 1892 , which he always regretted .
15507039	union	regret	29	29	27	27	In the narrative , Henson expresses that in the 40 years they had been married they had twelve children , and he never had any reason to regret the union .
15516246	Truthkeeper88	regretted	41	41	44	44	In the heated discussion over two weeks , I was not at my best -LRB- I was admittedly not the only one -RRB- and said some things towards SandyGeorgia , Malleus Fatuorum , -LRB- stricken , see Question 9 -RRB- and Truthkeeper88 which I regretted .
15539812	article	regret	13	13	11	11	In the series finale she announces that she has come to regret the article .
15544546	departure	regretted	10	10	6	6	In these verses , the king regretted with distress his departure to sheol , the Jewish underworld , a shady place where he would not see God nor men any more .
15556013	absence	regrets	11	11	6	6	In the original story , Webster regrets Benedict Arnold ' s absence , but in the film , he is present and Webster objects , citing him as a traitor and therefore not a true American .
15576674	legitimacy	regrets	25	25	23	23	In the profile in Twentieth Century Authors , Thayer was described as `` an atheist , an anarchist-in philosophy a Pyrrhonean - and regrets the legitimacy of his birth .
15586498	fact	regrets	20	20	15	15	In the special edition DVD , Michael Chapman , the film ' s cinematographer , regrets the decision and the fact that no print with the unmuted colors exists anymore , as the originals had long since deteriorated .
15697499	absence	regretted	31	31	28	28	As a result , he did not take part in the battles of Vilcapugio and Ayohuma , two defeats of the Army of the North , and Belgrano regretted later the absence of Dorrego from them .
15730505	situation	regret	19	19	22	22	As a tribute , I ' d like to announce that I am giving my full apologies over the situation which I regret very much .
15764659	reaction	regret	9	9	7	7	As I explained below , I now regret my reaction ; in the long run I was proved wrong about Melsaran , and I should have assumed good faith and given the Committee time to resolve all concerns necessitating secrecy .
15799789	sex	regretted	15	15	14	14	A shocked Jimmy breaks up with Abi , leaving her to have drunken and regretted sex with his friend Charlie -LRB- Jonathan Readwin -RRB- .
15816859	resentment	regretting	8	8	5	5	Ashamed of her fate and regretting both her resentment of Nemo and bad calls of judgment , Nadia impulsively decides to throw her life away .
15854296	tendency	regret	7	7	5	5	As an aside , I regret the tendency at AfD to treat that requirement as if it were inverted , requiring other editors to spend a lot of time trying to second-guess the editor who created the article .
15885279	lack	regretted	7	7	5	5	As an undergraduate he had regretted the lack of a congenial atmosphere in which to discuss literature and the arts with classmates and faculty .
15909735	life	regrets	15	15	12	12	As a former slave ship captain turned Evangelical Christian , he deeply regrets his past life and the effects on his fellow man .
15916466	need	regretted	22	22	19	19	As a guard at the Vault , Hugh was killed by Venom during an escape attempt , though Venom regretted the `` need '' for this death .
15916488	impact	regret	8	8	6	6	As a Guatemalan , I deeply regret the impact this news will generate among international opinion .
15921271	loss	regret	28	28	26	26	As a most affectionate husband and parent his widow and six children have great cause to lament his end , and the society in general to regret the loss of a valuable member .
15982741	target	regret	7	7	4	4	Argus he did not regret his pre-season target but was carried away with the euphoria at the time .
16129644	behaviour	regrets	11	11	8	8	As Conall recuperates , B e lch u regrets this honourable behaviour and tells his three sons to kill Conall as he sleeps in his sickbed .
16189075	surgery	regret	38	38	35	35	A recent study done on trans women has shown that a real-life test of less than one year , or no real-life test at all , does not increase the likelihood that a patient will regret genital reassignment surgery .
16201529	making	regretted	5	5	4	4	A promise we almost regretted making .
16268534	confusion	regret	9	9	7	7	Apolgiesm I was adressng Still-24-45-42-125 ; I regret any confusion .
16381285	jealousy	regretting	21	21	18	18	As a final act he asks Fabrizio to deliver a note to the young officer for Clarice , regretting his ridiculous jealousy .
16407514	life	regretted	42	42	38	38	Aryong , after becoming the new boss , succeeding her father , is advised by her father ' s right-hand man not to let him leave , as did her father who let her mother leave and then regretted it all his life .
16412258	rupture	regrets	4	4	2	2	Artie deeply regrets the rupture and tries to salvage their relationship , but she refuses .
16438996	playwright	regretted	9	9	17	17	Arts Council of Ireland over funding and with the playwright , Tom Murphy , which he later regretted .
16441069	life	regretting	29	29	27	27	Arturia orders a grieving Bedivere to dispose of Excalibur by throwing it back to Vivian ; in her absence , she reflects on her personal failures , regretting her life as king .
16477941	fight	regrets	6	6	4	4	Ann , who also regrets the fight , is touched by Ben ' s gesture and reveals that Leslie likes him .
16508386	mistake	regretting	22	22	20	20	AnonymousIf a standard remedy exists for an editor who has done something wrong and the editor shows no sign of regretting the mistake , then go ahead and apply the standard remedy .
16580837	edit	regretting	7	7	5	5	Am I the first person regretting an edit !
16583904	contribution	regretted	4	4	2	2	Ammann later regretted his contribution to the split and asked for forgiveness , but by 1700 the rift was too great .
16607265	decision	regretted	9	9	7	7	Amid much inner turmoil , he soon regretted his decision despite strong pressures from his friends to stay in the U .
16647964	decision	regrets	3	3	1	1	Amol regrets the decision to leave Shivani 40 years back , stressing the importance of love to Shikha and Shruti .
16659849	contempt	regret	17	17	14	14	Am rather relieved you could not recommend a lady for our trip , though regret your evident contempt of women as naturalists .
16685452	marriage	regretted	14	14	11	11	It is revealed in Harry ' s thoughts that he had regretted his hasty marriage and that it had been in retaliation for Lucy ' s rejection .
16819892	decision	regretted	7	7	2	2	Delete I regretted to some extent my decision on this last time after more thought , and the reasons I had last time have been shown since to be worthless .
16995676	article	regret	12	12	16	16	I am not perfect and have lost my temper in a related article , which I regret and am endeavoring to avoid repeating .
17010653	comment	regretted	13	13	11	11	I asked Starblind to reopen this discussion because the author apparently regretted his comment immediately above and recreated the article .
17028654	moment	regretting	39	39	37	37	I believe not one instance could be adduced of even the most polished and civilised of men , who had once tasted the sweets of its attendant liberty , and freedom from every worldly care , not regretting the moment when he exchanged it fro the monotonous life of the settlements , nor sighing and sighing again once more to partake of its pleasures and allurements .
17054443	decision	regret	5	5	3	3	I ca not regret the decision to go to war .
17060912	concern	regret	9	9	7	7	I can usefully give ; I absolutely regret the concern raised through my being as honest as I was , and would chose to express my concerns differently if I were faced with the same situation again , but I can not withdraw my edits in any meaningful way , so they remain .
17090105	project	regret	34	34	3	3	I can not regret my actions which were towards verifiability , NPOV inclusion of full history , and , when policy was openly traduced , my determination of the danger to Web2 and this project by concerted - nay verifiably instructed under pain of spiritual deprivation - editing .
17092694	problem	regret	22	22	20	20	I can not think of anything more appropriate to do than say that I stand by what I said but regret any problem I caused you .
17093760	failure	regret	15	15	13	13	I can only admire this film ' s craftsmanship and acting , and regret its failure to rise above them .
17138542	choice	regret	5	5	3	3	I do not regret my choice .
17138543	decision	regret	5	5	3	3	I do not regret my decision .
17138547	commitment	regret	5	5	3	3	I do not regret the commitment of my youth , I do not regret the paths I have taken .
17138548	deletion	regret	5	5	3	3	I do not regret the deletion I did ; I had partial information when I deleted -LRB- I did not know the problematic revisions had been oversighted -RRB- .
17138549	tendency	regret	5	5	3	3	I do not regret the tendency to free thought and atheism , which is almost universal in Japan because I do not regard it as a source of danger to the community .
17138550	journey	regret	5	5	3	3	I do not regret this journey ; we took risks , we knew we took them , things have come out against us , therefore we have no cause for complaint .
17158828	behavior	regret	11	11	9	9	I did as my contribution show calm down and regret my behavior and apologized to all invovled .
17161852	cost	regret	17	17	34	34	I did have that one dispute regarding the article in which I went way overboard at the cost of both my own participation as well as the article and its something which I do regret , that is however long past and not the current situation .
17162603	intemperance	regret	6	6	4	4	I did ; I regret the intemperance .
17167892	sadness	regret	15	15	7	7	I did nothing wrong , and I regret the decision to plead guilty and the sadness that decision has brought on my wife , on my family , friends , staff and fellow Idahoans .
17176648	anything	regret	4	4	3	3	I do not regret anything we said but it was ridiculous .
17176649	thing	regret	5	5	3	3	I do not regret a thing , '' she says .
17176659	decision	regret	5	5	3	3	I do not regret the decision we made to disband , and I ' d do it again if we were to do the whole thing all over again .
17200676	reaction	regret	5	5	2	2	I do regret my initial reaction to this argument , though .
17200678	part	regret	4	4	2	2	I do regret my part in how that situation was handled in November 2006 .
17200687	wording	regret	5	5	2	2	I do regret some strong wording on my part in wiki talk pages and in edit descriptions ; the frustration in dealing with this individual is sometimes difficult to contain .
17213495	editing	regretted	19	19	16	16	I did so on the understanding that you were intending to leave Wikipedia and that you regretted your disruptive editing .
17246522	precedent	regret	17	17	22	22	I ' d prefer we did not have it , I think it ' s a bad precedent which we may bitterly regret .
17264860	tone	regret	28	28	25	25	I do feel that my comment is on his activity on Bobby Fischer related articles , and not a personal attack , but I do regret the combative tone of my posting .
17265662	incivility	regret	5	5	3	3	I do greatly regret my incivility throughout the course of this case .
17308380	reception	regret	12	12	7	7	If he ' s legit , I regret his less than friendly reception .
17338309	material	regret	6	6	11	11	I felt pressurised into restoring the material , which I now regret , and realise was a mistake .
17369578	choice	regret	15	15	13	13	I faked the photo , wasted peoples time and energy , and I regret my choice to continue the lie .
17385373	section	regret	8	8	4	4	I fear I may regret the whole cryptozoology section , although it seems supine to ignore it .
17451152	experience	regret	7	7	4	4	If they did not regret their first experience then they were ready .
17525319	lack	regretted	16	16	14	14	If the new fighter was a rugged and stable shooting platform , some pilots regretted its lack of maneuverability , especially when compared to lighter types such as the Nieuport 17 .
17548696	error	regret	12	12	10	10	If I expressed this in an undiplomatic fashion , I regret any error , and will try to be more encouraging in the future .
17558728	phrasing	regretting	42	42	40	40	I find a bit of copyediting or RC patroling good to clear the head and makes it easier to decide if -LRB- a -RRB- a response is really needed and -LRB- b -RRB- how to best express myself without risking regretting my phrasing later .
17562176	act	regret	41	41	39	39	I find it important to remember that in every case we are dealing with a real person who can be hurt by our behaviour and does what feels right for themselves at any moment -LRB- even if they subsequently regret the act or know that it does harm -RRB- .
17565020	lack	regretting	5	5	3	3	I find myself regretting the lack of sources .
17586526	error	regret	11	11	9	9	If my legal opinion was wrong , then I regret the error very much .
17638933	decision	regrets	5	5	3	3	If a user regrets that decision or wishes to make automatic AutoPlay selections for any particular content type , the AutoPlay properties for any drive are accessible through the My Computer desktop icon .
17668107	WPConservatism	regret	13	13	11	11	I am overcome with remorse over my dismissive remarks and sincerely regret founding WPConservatism .
17673527	contribution	regret	12	12	10	10	I am quite sorry about both the outcome , and regret my contribution to this whole mess .
