sentence_id	n	v	n_first_index	n_last_index	v_first_index	v_last_index	sentence_text
73563855	operation	discontinued	8	8	6	6	Two years later the Air Force discontinued its operation at Ramey AFB , turning the facilities over to the Commonwealth of Puerto Rico and the United States Navy .
73567420	TC1100	discontinuing	4	4	2	2	TX1000 SeriesSince discontinuing the TC1100 , HP has released a new line of tablets , the TX1100US and the TX1200US being the first of the line .
73579515	relationship	discontinue	21	21	19	19	Two presbyteries decided to maintain ties with the Christian Reformed Church in North America while the Synod voted to discontinue the relationship with the US denomination .
73587793	habit	discontinuing	6	6	4	4	Treatment consists simply of discontinuing the habit .
73589541	consumption	discontinuing	11	11	9	9	Treatment options are limited and consist of most importantly discontinuing alcohol consumption .
73599373	cooperation	discontinuing	17	17	15	15	Tripic ' transfer to Molde in 2011 , caused resentment in Viking , who considered discontinuing the cooperation with Egersund .
73696738	system	discontinued	6	6	1	1	Toyota discontinued the optional all-wheel drive system .
73696740	majority	discontinue	3	3	1	1	Toyota discontinue the majority of their straight-six engines used in the Toyota Verossa , more specifically the JZ series and the G series motor and went to the newly developed GR series motor .
73735371	factory	discontinue	19	19	17	17	TTELA had a unique coverage of the Saab deal , starting with GM ' s decision to discontinue the factory in Trollh a ttan , as well as the whole brand Saab , and continuing up to date , with the broken Hawtai deal .
73876979	support	discontinuing	49	49	46	46	This time , the NAACP mounted a formal protest almost as soon as the television version began , and that pressure was considered a primary factor in the video version ' s cancellation -LRB- the sponsor , Blatz Beer , was targeted as well , finally discontinuing their advertising support in June 1953 -RRB- .
73877242	favour	discontinue	15	15	13	13	This time , the public opinion of other Torontonians forced the city to discontinue this favour to Forest Hill residents .
73922630	use	discontinue	16	16	15	15	This ultimately led to a civil lawsuit and criminal investigations , which forced Sony to discontinue use of the system .
73971663	signal	discontinue	14	14	11	11	This has led to speculation that Nashville Public Radio will eventually discontinue the AM signal , by either selling it to another broadcaster or simply shutting it down , as it is not likely that listeners would prefer an AM signal over an FM one with similar programming .
73992816	force	discontinue	25	25	21	21	This is all well and good for the village ' s own police , but the police management board wants to discontinue the local police force for lack of crime .
74086053	version	discontinue	15	15	12	12	This is also the primary reason for the November 2008 decision to discontinue the print version .
74125392	production	discontinuing	32	32	28	28	This line of products was not as popular as Cisco had thought it would have been , and on April 12 , 2011 , Cisco announced they were discontinuing all Flip camera production .
74133014	product	discontinued	13	13	11	11	This list includes summarized descriptions and images of almost every known discontinued Apple product , including computer systems , software products , peripherals , iPods , Newtons , and miscellaneous products .
74159186	station	discontinuing	22	22	20	20	This loss of revenue , along with appropriations cuts by the state of Tennessee , prompted MTSU officials to consider discontinuing the station in early 2009 .
74161264	simulcast	discontinue	14	14	10	10	This made ABC the second broadcaster in Australia to permanently discontinue the high definition simulcast of its main channel , following the removal of Ten HD to create Ten ' s former sports and now entertainment channel One in 2009 .
